age,years_employed,annual_income,credit_score,debt_to_income_ratio,num_existing_loans,previous_defaults,loan_amount,loan_term_months,loan_purpose,avg_monthly_balance,months_as_customer,default
57,14,40900.0,532,0.35,3,0,5000.0,12,home_improvement,1357.14,34,0
38,9,19400.0,561,0.08,0,0,5000.0,48,business,271.93,44,0
55,13,39600.0,420,0.43,3,0,14000.0,48,business,1434.43,115,0
42,6,44400.0,583,0.31,2,0,15500.0,12,personal,1177.2,129,0
36,4,30500.0,584,0.21,2,0,11000.0,12,personal,598.86,45,0
49,5,34200.0,475,0.09,0,1,24000.0,24,debt_consolidation,1062.49,28,0
47,12,35400.0,488,0.23,2,1,7500.0,48,debt_consolidation,649.27,153,0
44,10,23100.0,428,0.28,2,0,8500.0,60,debt_consolidation,725.17,88,0
37,4,35500.0,687,0.22,1,1,21000.0,36,business,741.09,53,0
34,3,32300.0,560,0.2,1,1,22000.0,12,business,1181.64,20,0
30,2,25000.0,450,0.22,0,0,16500.0,36,personal,348.76,34,0
50,17,28300.0,506,0.08,0,0,19500.0,24,debt_consolidation,1027.05,12,0
42,16,37100.0,479,0.14,0,1,10000.0,12,personal,1064.02,132,0
44,5,26500.0,491,0.33,1,0,5000.0,48,debt_consolidation,633.79,74,0
39,11,27300.0,459,0.17,1,0,8500.0,24,home_improvement,1287.35,26,0
28,5,37500.0,403,0.27,1,0,15000.0,60,personal,577.27,24,0
42,16,16500.0,564,0.22,0,0,14000.0,36,debt_consolidation,567.92,90,0
37,6,32500.0,481,0.28,1,1,5000.0,60,personal,431.55,86,0
37,14,32300.0,445,0.32,2,0,5000.0,48,business,1161.67,7,0
23,2,17100.0,513,0.33,1,0,10000.0,36,personal,351.64,17,0
33,5,19800.0,467,0.32,0,0,5000.0,60,education,541.1,64,0
64,21,46600.0,688,0.53,2,0,17500.0,36,personal,1275.53,146,0
49,2,23200.0,463,0.8,7,0,10500.0,36,debt_consolidation,636.52,49,0
36,6,35300.0,506,0.32,1,0,25000.0,24,personal,500.55,118,0
63,7,42400.0,571,0.29,0,0,6500.0,24,home_improvement,1525.36,123,0
60,12,43400.0,523,0.31,2,0,7000.0,12,business,1911.63,144,0
25,4,16900.0,459,0.13,1,0,19000.0,36,home_improvement,378.35,34,0
47,22,44100.0,450,0.35,3,0,8500.0,36,business,1519.56,112,0
27,4,19900.0,523,0.15,1,0,5000.0,12,home_improvement,379.8,56,0
54,5,39900.0,539,0.3,2,0,15500.0,48,home_improvement,839.44,128,0
33,4,34900.0,667,0.23,0,0,21500.0,24,personal,1868.37,45,0
32,1,15000.0,430,0.05,0,0,5000.0,12,personal,536.95,29,0
39,1,24300.0,450,0.4,3,1,7000.0,12,home_improvement,1066.36,124,0
39,12,23700.0,396,0.25,2,0,8000.0,36,business,781.92,110,0
34,4,27500.0,495,0.18,1,1,5000.0,12,personal,1370.2,131,0
45,6,39500.0,594,0.32,1,0,12000.0,12,debt_consolidation,628.3,93,0
31,9,29600.0,573,0.19,0,0,20500.0,48,personal,1474.85,81,0
49,18,30700.0,507,0.21,1,0,25000.0,24,personal,653.39,50,0
46,15,29500.0,585,0.49,1,0,21500.0,60,personal,650.59,136,0
31,3,26300.0,529,0.26,2,1,5500.0,24,personal,325.71,45,0
55,17,53400.0,657,0.36,2,0,29500.0,12,personal,2735.07,99,0
24,2,30800.0,440,0.34,1,0,14500.0,12,personal,1510.51,10,0
57,27,28100.0,649,0.34,2,0,20500.0,36,debt_consolidation,956.41,178,0
30,4,43500.0,536,0.14,0,0,11500.0,12,personal,1387.76,48,0
24,3,18900.0,496,0.36,0,0,10500.0,12,home_improvement,647.66,60,0
46,15,38100.0,477,0.4,3,0,17000.0,36,debt_consolidation,1555.13,117,0
35,10,26600.0,557,0.23,1,0,5000.0,36,home_improvement,185.42,38,0
28,4,59200.0,597,0.25,2,0,17500.0,12,personal,3172.83,57,0
35,6,30500.0,581,0.32,3,0,10500.0,24,personal,357.92,109,0
39,8,18100.0,584,0.1,0,0,21000.0,36,education,119.85,24,0
26,1,18800.0,465,0.11,0,1,5000.0,36,business,309.08,64,0
55,8,43600.0,419,0.36,1,0,23500.0,24,personal,568.82,83,0
49,16,45800.0,445,0.22,1,0,12500.0,24,home_improvement,880.51,177,0
33,5,34800.0,535,0.25,3,0,17000.0,12,debt_consolidation,1984.22,26,0
39,12,23400.0,465,0.29,1,2,5000.0,48,personal,180.75,91,0
42,6,16400.0,526,0.29,2,0,8500.0,60,home_improvement,466.83,57,0
40,6,40500.0,552,0.24,2,0,5000.0,60,personal,262.77,118,0
42,5,39800.0,538,0.37,1,0,5000.0,12,personal,538.73,44,0
37,8,42200.0,568,0.3,0,1,20500.0,24,debt_consolidation,1423.23,61,0
28,7,50100.0,468,0.08,0,1,18500.0,36,home_improvement,465.46,50,0
48,5,17000.0,486,0.29,2,0,9500.0,12,personal,508.84,69,0
27,2,21200.0,492,0.33,2,1,13000.0,12,personal,752.92,13,0
35,1,20800.0,425,0.13,1,1,5000.0,12,business,761.44,22,0
53,8,27500.0,572,0.22,1,0,18000.0,12,home_improvement,658.35,124,0
32,8,21100.0,463,0.09,0,0,5000.0,12,education,1156.17,54,0
44,14,56500.0,487,0.51,1,0,5000.0,48,debt_consolidation,860.5,117,0
34,10,29000.0,427,0.18,0,0,23000.0,24,debt_consolidation,1356.87,69,0
59,23,23000.0,639,0.17,1,0,22000.0,24,education,369.9,23,0
32,9,22900.0,555,0.57,2,0,5000.0,48,personal,555.29,35,0
42,9,23900.0,434,0.23,1,0,15000.0,36,home_improvement,467.57,96,0
30,4,17400.0,472,0.26,1,0,5000.0,24,home_improvement,630.84,60,0
34,8,24500.0,523,0.4,0,0,5000.0,24,education,1028.29,41,0
25,4,40200.0,510,0.37,2,0,5000.0,24,debt_consolidation,891.82,60,0
61,19,62300.0,659,0.32,2,0,19500.0,12,home_improvement,2537.68,217,0
33,11,31100.0,514,0.33,2,0,5000.0,36,education,1457.63,83,0
33,2,19500.0,609,0.15,1,0,5000.0,12,personal,463.49,83,0
34,3,15000.0,569,0.25,0,0,9500.0,12,home_improvement,230.41,89,0
26,1,19700.0,507,0.36,0,0,8000.0,36,personal,371.43,21,1
53,6,23700.0,543,0.35,0,1,7500.0,12,home_improvement,419.2,85,0
37,4,18900.0,492,0.38,4,0,5000.0,24,education,537.4,96,0
34,3,16100.0,381,0.25,0,1,17000.0,24,home_improvement,455.04,49,0
26,1,16500.0,449,0.15,1,0,5000.0,24,education,629.81,26,0
34,5,36200.0,413,0.27,0,0,5500.0,24,home_improvement,1254.48,133,0
36,1,15300.0,444,0.34,0,0,5000.0,48,personal,146.93,27,0
34,8,19100.0,558,0.22,0,0,9500.0,36,education,654.47,65,0
26,4,43300.0,468,0.08,1,0,13000.0,60,education,1040.86,90,0
46,9,24000.0,453,0.31,2,2,5000.0,36,home_improvement,622.3,22,0
34,2,19600.0,670,0.43,1,0,5000.0,24,personal,270.2,15,0
34,6,18300.0,546,0.42,2,0,20000.0,60,business,100.0,43,0
34,9,56700.0,591,0.15,0,1,26500.0,24,education,2231.0,70,0
31,5,28000.0,492,0.25,0,0,11500.0,12,personal,598.18,65,0
30,0,15000.0,461,0.55,1,0,5000.0,12,debt_consolidation,475.21,87,0
33,7,28900.0,445,0.25,1,1,5000.0,12,home_improvement,324.08,84,0
39,4,49000.0,551,0.36,3,0,25000.0,36,personal,1233.16,48,0
26,2,16100.0,385,0.15,1,0,5000.0,60,home_improvement,413.27,60,0
39,5,15000.0,493,0.23,0,0,13000.0,12,personal,100.0,81,0
43,7,30200.0,488,0.16,1,0,5000.0,60,personal,1112.5,81,0
53,24,33400.0,584,0.28,0,0,5000.0,12,debt_consolidation,656.75,35,0
41,9,28400.0,580,0.28,0,0,18000.0,24,personal,595.98,50,0
60,28,39200.0,512,0.11,0,1,18500.0,12,debt_consolidation,445.79,125,0
45,8,16300.0,580,0.35,1,0,5000.0,48,debt_consolidation,269.71,53,0
48,10,24400.0,502,0.32,1,0,5000.0,12,business,387.8,100,0
36,12,67300.0,658,0.52,3,0,11500.0,48,home_improvement,1790.96,73,0
39,14,56000.0,534,0.51,2,0,30500.0,12,education,1191.05,20,0
40,8,28400.0,555,0.14,0,0,5000.0,36,personal,387.66,98,0
60,28,36200.0,647,0.36,4,0,29500.0,48,personal,1466.88,122,0
49,14,36700.0,408,0.14,1,0,20500.0,24,education,515.86,188,0
29,6,26900.0,533,0.26,1,0,5000.0,12,education,548.87,10,0
42,4,34200.0,617,0.35,0,0,5000.0,12,personal,1596.36,62,0
29,3,15000.0,373,0.32,1,0,12000.0,48,personal,333.34,56,0
44,5,34300.0,522,0.17,0,1,10000.0,12,debt_consolidation,1045.72,66,0
28,3,37600.0,450,0.44,0,0,12500.0,36,business,1453.38,129,0
34,9,27200.0,541,0.28,1,0,22000.0,48,education,757.26,48,0
29,4,34400.0,618,0.12,1,0,19000.0,12,personal,973.22,17,0
45,25,37800.0,520,0.09,0,1,7500.0,12,personal,584.75,142,0
23,3,15400.0,479,0.32,3,0,5500.0,48,home_improvement,717.38,9,0
41,4,31000.0,446,0.04,0,1,13000.0,48,debt_consolidation,503.46,78,0
30,5,34100.0,454,0.13,1,0,27000.0,60,debt_consolidation,307.35,50,0
44,8,15000.0,504,0.3,1,0,6000.0,24,home_improvement,370.95,121,0
60,24,40700.0,562,0.26,0,0,18000.0,12,home_improvement,1362.7,166,0
25,4,17500.0,419,0.24,1,0,17500.0,24,personal,422.35,45,0
42,13,33000.0,509,0.37,0,0,12500.0,36,education,1236.06,143,0
26,5,24000.0,589,0.12,1,1,13000.0,36,business,668.37,21,0
40,12,33000.0,528,0.23,2,1,19500.0,24,personal,924.74,108,0
66,25,69000.0,567,0.06,0,0,13000.0,60,personal,1163.16,85,0
50,3,15000.0,614,0.26,1,0,5000.0,12,debt_consolidation,242.26,118,0
58,5,31200.0,549,0.31,2,0,5000.0,24,personal,595.26,186,0
50,10,39600.0,539,0.55,3,1,11500.0,36,business,639.08,79,0
51,12,26000.0,500,0.29,3,0,14000.0,24,debt_consolidation,928.71,203,0
30,1,16800.0,517,0.25,3,0,8500.0,12,education,831.54,14,0
39,6,30000.0,418,0.61,4,0,5000.0,48,debt_consolidation,1022.78,100,0
45,9,19200.0,337,0.23,0,1,5000.0,60,home_improvement,493.2,105,0
43,3,27400.0,461,0.21,1,1,14000.0,24,personal,866.7,80,0
32,2,21500.0,513,0.11,1,0,8500.0,24,personal,214.67,66,0
49,14,23200.0,506,0.13,0,0,6000.0,24,personal,393.93,99,0
33,10,26700.0,614,0.1,1,0,15500.0,12,personal,168.1,66,0
34,1,22600.0,543,0.19,1,0,18000.0,24,debt_consolidation,589.24,68,0
24,2,21000.0,417,0.16,0,1,6000.0,48,business,421.39,4,0
40,14,33200.0,530,0.17,1,0,16500.0,24,personal,1009.92,160,0
35,8,34300.0,425,0.37,0,0,15500.0,12,personal,504.73,18,0
32,7,25400.0,497,0.46,2,1,13500.0,36,personal,561.07,106,0
45,11,26500.0,605,0.21,0,0,9000.0,12,debt_consolidation,593.36,75,0
47,10,29500.0,579,0.14,1,0,19500.0,24,debt_consolidation,100.0,50,0
51,6,49400.0,633,0.43,4,1,22000.0,24,personal,2706.04,59,0
41,6,45100.0,558,0.53,3,0,12500.0,12,personal,1683.63,209,0
32,9,34400.0,475,0.22,2,0,9500.0,36,business,974.33,43,0
37,4,29200.0,405,0.34,2,0,7000.0,12,debt_consolidation,950.98,32,0
36,2,37900.0,614,0.52,1,1,7000.0,12,personal,660.56,46,0
33,4,21900.0,344,0.21,0,1,11500.0,12,education,947.24,42,0
43,9,33200.0,493,0.14,1,0,16500.0,24,home_improvement,929.79,104,0
55,9,29500.0,617,0.46,2,0,5000.0,36,personal,962.24,70,0
26,1,35800.0,398,0.43,5,0,21500.0,12,personal,124.41,24,1
52,22,32400.0,480,0.2,0,0,21000.0,12,debt_consolidation,782.65,33,0
22,2,24300.0,433,0.37,0,0,10500.0,60,personal,1188.37,13,0
28,3,24600.0,490,0.46,1,1,6000.0,48,personal,468.41,31,0
35,7,42700.0,601,0.23,1,0,21000.0,24,business,1391.12,16,0
53,2,18800.0,559,0.25,1,0,11000.0,48,home_improvement,996.84,124,0
35,2,15000.0,512,0.17,0,1,11000.0,60,business,338.58,67,1
48,25,32800.0,505,0.26,2,0,9000.0,60,home_improvement,209.14,64,0
47,6,19500.0,476,0.25,1,0,10000.0,24,education,317.64,104,0
38,4,26400.0,398,0.26,0,0,14000.0,12,debt_consolidation,1247.15,83,1
24,1,54500.0,564,0.18,1,0,16500.0,36,personal,286.37,13,0
38,2,38600.0,674,0.49,3,0,11500.0,24,business,692.03,3,0
38,1,35900.0,590,0.55,5,0,5000.0,12,business,1477.45,95,0
24,2,23500.0,399,0.2,1,0,7500.0,48,business,492.45,97,1
40,12,39400.0,532,0.17,0,0,23000.0,36,business,1027.77,98,0
43,11,41500.0,482,0.37,3,0,20000.0,36,personal,1741.32,29,0
47,18,53000.0,581,0.26,1,0,13000.0,36,personal,319.95,57,0
53,10,83000.0,611,0.42,1,0,34500.0,36,debt_consolidation,1205.39,59,0
40,10,28600.0,621,0.2,0,0,18000.0,36,debt_consolidation,509.21,54,0
36,4,34300.0,442,0.16,1,0,24000.0,36,home_improvement,780.81,57,0
35,4,15000.0,451,0.17,1,1,5000.0,12,personal,389.65,57,0
39,9,24400.0,455,0.19,1,0,7000.0,24,home_improvement,1174.45,85,0
60,13,43100.0,495,0.23,1,0,19000.0,24,home_improvement,1042.05,92,0
30,8,23700.0,419,0.23,2,0,5000.0,24,personal,135.7,9,1
31,2,25100.0,515,0.18,0,1,5000.0,36,debt_consolidation,564.27,59,1
39,8,34800.0,557,0.13,1,0,10000.0,24,personal,806.54,12,0
35,8,34100.0,406,0.36,0,0,18000.0,12,personal,843.02,18,0
27,6,43100.0,469,0.19,1,0,19000.0,24,debt_consolidation,1532.22,31,0
45,10,35500.0,493,0.18,1,1,10000.0,48,business,979.13,115,0
38,4,16700.0,381,0.51,3,0,5000.0,36,personal,277.97,54,0
40,2,22300.0,535,0.44,2,1,15000.0,60,personal,100.0,96,0
51,6,52300.0,513,0.17,0,0,15500.0,36,personal,368.46,43,0
38,9,21400.0,314,0.29,2,0,23000.0,24,business,729.68,75,0
31,6,32600.0,563,0.44,2,0,11000.0,12,personal,464.98,79,0
47,6,24500.0,444,0.19,2,0,5000.0,48,home_improvement,605.54,117,0
30,2,20900.0,527,0.25,0,0,12000.0,24,personal,751.06,50,0
56,19,51300.0,495,0.31,2,0,17000.0,60,personal,2356.59,72,0
44,7,36800.0,561,0.35,2,1,5000.0,48,personal,749.72,129,0
37,5,20900.0,497,0.29,0,0,5000.0,24,education,108.85,53,0
33,10,29600.0,549,0.23,1,0,5000.0,48,home_improvement,1016.7,48,0
31,6,17800.0,560,0.38,1,0,5000.0,60,education,833.32,56,0
55,2,31000.0,497,0.18,1,0,20500.0,12,education,899.08,119,0
29,5,17800.0,490,0.21,0,0,21000.0,36,debt_consolidation,395.33,7,0
38,15,51500.0,524,0.19,1,1,17500.0,24,personal,1892.71,113,0
23,0,15000.0,395,0.4,1,0,11000.0,48,business,334.36,54,0
31,1,49400.0,517,0.14,1,1,25000.0,48,education,933.98,83,0
31,3,36800.0,467,0.3,0,1,5000.0,12,personal,1658.33,59,0
42,16,42500.0,489,0.11,0,0,27000.0,12,personal,806.76,102,0
29,4,20000.0,463,0.28,0,0,18000.0,60,debt_consolidation,653.06,50,0
62,4,47800.0,586,0.21,1,0,5500.0,12,home_improvement,1550.9,77,0
47,13,47300.0,430,0.27,1,0,7000.0,60,business,961.92,5,0
29,3,20500.0,466,0.32,1,0,5000.0,36,business,434.47,31,0
51,14,44200.0,543,0.4,0,0,13500.0,48,home_improvement,1225.93,78,0
32,8,24800.0,439,0.2,0,2,5000.0,60,debt_consolidation,514.1,62,0
27,1,15800.0,406,0.23,1,0,5000.0,12,business,489.39,43,0
39,6,20800.0,390,0.35,2,0,5000.0,48,debt_consolidation,838.58,39,0
32,9,30000.0,484,0.25,1,0,5000.0,36,business,490.33,14,0
33,5,43100.0,491,0.33,3,0,5000.0,12,personal,1380.08,65,0
34,9,34300.0,530,0.28,2,0,16500.0,24,personal,1313.0,98,0
48,13,20800.0,552,0.3,2,1,5500.0,48,home_improvement,451.28,34,0
50,10,19500.0,508,0.31,2,0,5000.0,24,personal,825.2,42,0
40,11,75600.0,447,0.37,2,0,31500.0,24,home_improvement,2237.26,70,0
33,9,30700.0,526,0.28,2,0,25000.0,48,education,1272.24,44,0
62,4,15100.0,551,0.36,2,0,26500.0,48,personal,131.43,215,0
41,5,23800.0,516,0.3,2,1,11500.0,36,home_improvement,962.3,81,0
35,12,34200.0,614,0.55,2,0,15500.0,36,debt_consolidation,1547.04,47,0
50,19,62200.0,496,0.16,0,0,13000.0,60,education,1826.19,82,0
56,2,29100.0,590,0.32,1,0,12000.0,36,home_improvement,715.79,143,0
40,2,22200.0,550,0.4,1,0,5500.0,36,personal,100.51,12,0
45,3,15000.0,572,0.3,2,0,5000.0,36,debt_consolidation,266.64,19,0
31,11,32100.0,560,0.41,3,0,5000.0,24,personal,690.04,45,0
31,6,48100.0,492,0.44,2,0,14000.0,36,personal,1275.17,20,0
61,20,30900.0,616,0.19,2,0,6000.0,24,business,1339.57,88,0
45,23,26400.0,492,0.27,2,0,15000.0,60,personal,606.48,126,0
58,3,29400.0,802,0.3,2,1,11000.0,12,debt_consolidation,429.45,64,0
48,15,23800.0,463,0.25,3,0,5000.0,48,home_improvement,1203.91,32,0
33,6,28900.0,406,0.18,1,0,5000.0,12,home_improvement,905.28,73,0
29,2,15000.0,472,0.42,0,0,11000.0,36,personal,424.0,22,0
60,22,21700.0,422,0.27,2,0,5000.0,24,personal,391.35,63,0
48,9,45700.0,501,0.27,1,1,8000.0,48,business,881.34,46,0
29,4,19700.0,497,0.19,2,1,8000.0,36,personal,232.76,78,0
43,15,51200.0,528,0.15,0,0,16500.0,12,business,1886.76,116,0
41,11,30800.0,514,0.46,2,0,21500.0,36,home_improvement,310.18,54,0
39,14,31300.0,498,0.03,0,0,7500.0,36,personal,900.66,7,0
52,13,41000.0,596,0.19,2,1,21500.0,48,business,2303.12,130,0
53,3,43500.0,394,0.32,2,0,25500.0,24,personal,888.17,164,0
39,11,48600.0,509,0.26,1,0,10500.0,24,education,506.01,24,0
34,5,37200.0,563,0.21,1,1,9500.0,12,debt_consolidation,1386.09,86,0
48,7,23000.0,502,0.17,1,1,26500.0,24,business,658.27,132,0
41,8,30700.0,494,0.19,2,0,5000.0,24,home_improvement,894.04,96,0
33,12,35900.0,549,0.11,0,0,9000.0,24,home_improvement,100.0,23,0
42,6,19300.0,528,0.33,1,0,16500.0,48,home_improvement,591.11,13,0
31,6,15400.0,476,0.17,1,1,7000.0,24,personal,235.98,48,0
32,3,46600.0,518,0.22,2,0,13500.0,48,business,776.22,34,0
28,1,16700.0,391,0.48,3,0,24000.0,12,home_improvement,303.75,17,0
38,1,21200.0,502,0.16,1,0,5000.0,12,business,497.06,58,0
26,4,17100.0,451,0.29,1,0,5000.0,12,home_improvement,681.71,49,1
50,11,33600.0,591,0.49,3,0,10500.0,36,home_improvement,1467.72,53,0
24,2,35300.0,376,0.49,0,0,11000.0,60,home_improvement,840.94,13,0
46,9,43900.0,629,0.37,0,0,13500.0,24,business,1363.45,117,0
29,3,24600.0,584,0.24,2,0,15500.0,36,home_improvement,1084.0,60,0
58,12,99400.0,577,0.06,1,0,26000.0,48,debt_consolidation,2036.21,190,0
53,19,41400.0,455,0.25,2,0,9000.0,24,personal,2145.83,172,0
25,2,15000.0,419,0.19,0,0,5000.0,12,personal,158.74,30,0
28,4,32400.0,515,0.22,0,1,9500.0,12,home_improvement,907.78,28,0
39,6,24900.0,519,0.39,1,0,12500.0,60,home_improvement,221.52,90,0
32,2,15000.0,552,0.19,0,0,5000.0,24,education,407.58,88,0
26,4,16600.0,404,0.17,0,0,5000.0,12,education,158.88,13,0
33,3,15000.0,561,0.36,1,0,5000.0,48,home_improvement,148.79,48,0
31,6,25400.0,467,0.3,3,1,21500.0,48,debt_consolidation,536.62,59,0
47,11,35000.0,504,0.28,0,0,13000.0,12,personal,1591.56,76,0
35,7,56400.0,673,0.23,0,0,24000.0,24,education,1206.34,136,0
27,1,17000.0,487,0.32,1,0,20000.0,12,home_improvement,174.18,35,0
29,1,20000.0,605,0.27,1,0,8000.0,24,personal,630.89,73,0
36,5,27900.0,427,0.28,1,0,13000.0,12,home_improvement,1197.83,53,0
34,9,36600.0,506,0.34,4,0,10500.0,24,debt_consolidation,511.66,80,0
45,13,22600.0,538,0.3,1,0,19500.0,12,business,1065.19,132,0
24,4,17200.0,300,0.27,0,0,9000.0,24,personal,160.33,18,0
40,18,29800.0,594,0.31,0,0,6000.0,48,business,1063.77,57,0
49,5,22700.0,467,0.26,1,0,12000.0,48,home_improvement,523.41,110,0
36,3,57100.0,620,0.18,1,0,13500.0,60,home_improvement,1179.8,68,0
41,8,56600.0,548,0.24,0,1,15500.0,60,personal,1519.83,78,0
52,16,32200.0,753,0.46,2,0,6000.0,24,home_improvement,1021.3,115,0
36,15,31000.0,489,0.19,0,0,7000.0,24,home_improvement,387.31,19,0
37,5,25300.0,585,0.26,0,0,14500.0,48,home_improvement,668.53,99,0
43,9,45600.0,477,0.31,2,1,9000.0,60,home_improvement,569.16,30,0
25,5,25400.0,478,0.23,2,0,19500.0,24,personal,483.67,15,0
37,9,21000.0,495,0.34,1,1,15500.0,12,debt_consolidation,184.24,104,0
47,12,38600.0,529,0.25,1,0,13000.0,48,personal,1728.76,79,0
32,7,24600.0,484,0.26,1,0,21000.0,48,personal,256.42,106,0
55,5,47400.0,673,0.48,3,0,9500.0,24,debt_consolidation,177.13,61,0
28,2,18900.0,376,0.1,0,0,5000.0,60,business,941.08,125,0
30,8,28900.0,569,0.25,3,0,16500.0,60,business,640.9,74,0
42,1,29200.0,579,0.28,1,0,5000.0,48,home_improvement,640.38,113,0
31,8,17600.0,423,0.16,0,0,10500.0,24,home_improvement,912.46,32,0
45,14,31800.0,630,0.2,2,0,28000.0,24,debt_consolidation,656.93,102,0
46,3,24100.0,590,0.14,0,1,18000.0,24,debt_consolidation,470.46,62,0
34,10,15000.0,696,0.26,1,0,7500.0,48,personal,124.24,65,0
39,11,43300.0,512,0.61,5,0,7500.0,60,business,1368.2,138,0
44,14,24700.0,579,0.36,1,1,7500.0,12,education,757.12,56,0
55,24,48000.0,701,0.13,0,0,5000.0,48,personal,1816.05,63,0
38,6,33000.0,463,0.32,2,1,15000.0,48,education,1628.71,65,0
36,5,20400.0,530,0.34,1,0,6500.0,48,personal,802.59,40,0
37,7,55400.0,584,0.22,2,0,23500.0,48,debt_consolidation,1510.68,85,0
38,8,18500.0,559,0.44,1,0,5000.0,12,personal,463.23,37,0
35,8,22000.0,465,0.25,1,1,5000.0,24,personal,580.28,156,0
58,18,47100.0,658,0.47,3,0,20000.0,36,education,2401.12,158,0
26,4,17600.0,594,0.23,2,0,5000.0,36,education,173.41,92,0
33,1,36600.0,565,0.38,2,0,12000.0,36,personal,677.84,20,0
40,5,36700.0,365,0.09,1,0,15500.0,12,home_improvement,440.15,42,0
37,14,64200.0,598,0.24,2,0,5000.0,60,education,2197.34,42,0
52,14,31700.0,488,0.11,0,0,23000.0,48,debt_consolidation,472.08,119,0
38,9,41500.0,530,0.19,0,1,29000.0,36,home_improvement,443.41,29,0
29,1,15000.0,530,0.2,0,0,7000.0,48,personal,270.35,77,0
49,14,32500.0,567,0.2,2,0,6500.0,24,debt_consolidation,1222.19,126,0
50,17,30300.0,533,0.1,0,1,5000.0,36,personal,111.91,105,0
50,5,23700.0,537,0.34,1,0,5000.0,12,business,898.99,122,0
54,13,25000.0,494,0.27,2,0,12500.0,12,personal,1012.66,72,0
38,5,22100.0,562,0.1,0,1,14500.0,60,personal,363.33,29,0
39,14,39600.0,529,0.22,0,0,5000.0,36,education,500.22,80,0
26,2,24500.0,473,0.2,0,0,5000.0,48,education,459.48,26,0
40,4,32900.0,646,0.29,2,0,31000.0,48,debt_consolidation,988.18,77,0
43,9,22600.0,449,0.35,1,0,7000.0,12,debt_consolidation,223.1,139,0
50,9,35200.0,599,0.47,2,0,8000.0,60,education,1840.69,124,0
39,12,39700.0,451,0.18,0,0,7500.0,24,education,1047.08,72,0
28,3,20300.0,388,0.06,0,0,24000.0,48,personal,509.65,7,0
53,6,30500.0,537,0.23,2,0,19500.0,24,personal,1451.43,47,0
31,10,39400.0,470,0.47,1,1,14500.0,60,business,1302.99,54,0
25,2,33700.0,560,0.44,0,0,7000.0,12,home_improvement,634.83,17,0
46,13,17700.0,419,0.38,2,0,5000.0,24,business,457.96,11,1
31,4,24900.0,363,0.21,2,0,5000.0,12,debt_consolidation,484.53,25,0
38,11,21700.0,426,0.19,1,0,5000.0,36,personal,239.29,120,0
39,3,19800.0,532,0.39,4,0,11000.0,12,personal,301.79,77,0
41,14,43200.0,606,0.13,1,0,21500.0,24,business,915.03,66,0
27,2,15000.0,443,0.2,0,0,5000.0,12,business,221.38,53,0
32,6,27500.0,573,0.28,1,0,7500.0,48,personal,735.13,17,0
28,5,25600.0,538,0.34,3,0,5000.0,12,debt_consolidation,917.66,12,0
35,5,45100.0,545,0.42,1,0,17000.0,12,debt_consolidation,675.28,35,0
47,13,47200.0,571,0.34,4,0,15000.0,48,education,489.84,19,0
56,12,33500.0,480,0.22,1,0,16000.0,36,home_improvement,912.59,182,0
51,6,31400.0,528,0.18,0,0,15500.0,24,debt_consolidation,1360.63,68,0
36,7,27500.0,461,0.24,2,0,23500.0,12,personal,649.23,67,0
30,6,67200.0,614,0.16,0,0,34500.0,60,home_improvement,3092.65,13,0
45,4,30700.0,538,0.23,0,0,17500.0,24,home_improvement,1299.1,93,0
52,15,68500.0,675,0.35,2,0,13000.0,48,home_improvement,1265.28,96,0
36,4,22300.0,473,0.25,0,0,17000.0,36,debt_consolidation,570.25,113,0
31,6,19000.0,434,0.36,0,0,11000.0,24,education,799.17,62,0
48,9,29900.0,464,0.64,4,1,6500.0,12,personal,733.46,89,0
40,6,22200.0,521,0.25,0,0,22000.0,12,home_improvement,974.6,64,0
49,23,30300.0,635,0.27,0,1,5000.0,24,business,491.87,53,0
52,9,43600.0,540,0.38,4,0,21000.0,60,home_improvement,1495.52,120,0
36,14,49600.0,431,0.21,1,1,8000.0,48,personal,1924.46,151,0
26,6,32500.0,404,0.35,0,1,5000.0,24,business,1880.28,86,0
45,13,37300.0,593,0.25,2,0,6000.0,36,debt_consolidation,297.59,148,0
28,4,15000.0,442,0.08,0,0,21500.0,60,business,487.36,61,0
34,6,19100.0,495,0.3,1,0,8500.0,48,personal,250.13,133,1
40,1,37900.0,480,0.18,0,0,13500.0,12,home_improvement,464.84,35,0
42,7,43200.0,504,0.3,3,0,17500.0,36,debt_consolidation,1511.94,70,0
38,7,34400.0,548,0.11,0,0,18500.0,24,personal,1038.69,41,0
47,22,46200.0,669,0.3,3,0,12000.0,36,personal,591.48,91,0
31,3,53400.0,589,0.38,4,1,7000.0,24,home_improvement,992.37,53,0
39,8,48200.0,530,0.27,1,0,20000.0,60,debt_consolidation,1974.19,102,0
63,18,70700.0,639,0.29,1,0,26500.0,60,home_improvement,723.67,184,0
32,7,26000.0,469,0.27,0,0,8000.0,24,personal,270.94,57,0
40,15,25800.0,437,0.15,1,0,15000.0,48,home_improvement,1053.76,86,0
57,29,34400.0,541,0.42,0,0,17000.0,60,home_improvement,673.52,221,0
33,9,35200.0,352,0.3,1,0,9000.0,60,personal,519.52,11,0
42,11,61900.0,539,0.16,0,0,24000.0,12,home_improvement,1121.81,19,0
26,3,19500.0,474,0.09,0,1,5000.0,36,debt_consolidation,619.33,56,0
